,business_id,category,star,BusinessAcceptsCreditCards,BusinessAcceptsBitcoin,RestaurantsPriceRange2,BikeParking,BusinessParking.garage,BusinessParking.street,BusinessParking.validated,BusinessParking.lot,BusinessParking.valet,RestaurantsDelivery,WiFi,ByAppointmentOnly,WheelchairAccessible,DogsAllowed,RestaurantsTakeOut,OutdoorSeating,Smoking,Alcohol,HappyHour,HasTV,CoatCheck,GoodForKids,Caters,RestaurantsGoodForGroups,RestaurantsReservations,GoodForMeal.dessert,GoodForMeal.latenight,GoodForMeal.lunch,GoodForMeal.dinner,GoodForMeal.brunch,GoodForMeal.breakfast,DriveThru,RestaurantsAttire,Ambience.touristy,Ambience.hipster,Ambience.romantic,Ambience.divey,Ambience.intimate,Ambience.trendy,Ambience.upscale,Ambience.classy,Ambience.casual,NoiseLevel,RestaurantsTableService,HairSpecializesIn.straightperms,HairSpecializesIn.coloring,HairSpecializesIn.extensions,HairSpecializesIn.africanamerican,HairSpecializesIn.curly,HairSpecializesIn.kids,HairSpecializesIn.perms,HairSpecializesIn.asian,BestNights.monday,BestNights.tuesday,BestNights.friday,BestNights.wednesday,BestNights.thursday,BestNights.sunday,BestNights.saturday,GoodForDancing,Music.dj,Music.background_music,Music.no_music,Music.jukebox,Music.live,Music.video,Music.karaoke,AcceptsInsurance,BYOBCorkage,Corkage,BusinessParking,AgesAllowed,BYOB
84,K2GADGmPNUT976e_lBrtig,"Party & Event Planning, Wedding Planning, Caterers, Event Planning & Services",5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,pzvWWb9f6pH03HBb8I9y2A,"Wedding Planning, Event Planning & Services, Venues & Event Spaces",4.5,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,YvdElFkErGW6vXAAzlMJjQ,"Event Planning & Services, Wedding Planning, Hair Salons, Makeup Artists, Beauty & Spas, Hair Stylists",5.0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,-MkbRsq8s1DN7YETcUKNoQ,"Party & Event Planning, Wedding Planning, Event Planning & Services",4.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,FQqB0rg72rNUhIc_xyAKOA,"American (Traditional), Active Life, Golf, Restaurants, Event Planning & Services, Wedding Planning",3.0,True,,2,False,False,False,False,True,False,,,,,,,,,u'full_bar',,,,True,,True,,,,,,,,,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,EI7JqRwBabQFgdUbYvwtew,"Event Planning & Services, Wedding Planning, DJs, Photo Booth Rentals",2.0,True,False,,,,,,,,,u'no',True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,pVyLzX7v6P7XttU2P7BncQ,"Flowers & Gifts, Party Supplies, Florists, Bridal, Wedding Planning, Shopping, Event Planning & Services",4.5,True,False,2,True,False,False,False,True,False,None,,False,True,True,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,GITCxjKDdgu0L5S4mgTGaQ,"Event Planning & Services, DJs, Party & Event Planning, Wedding Planning, Party Equipment Rentals",5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,-a76rxthgKkHTy_Xh8LCKg,"Hotels & Travel, Event Planning & Services, Wedding Planning, Hotels",3.5,True,,3,,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,LZVY1lhWTRD6b_3vXPgi0Q,"Bakeries, Wedding Planning, Coffee & Tea, Food, Event Planning & Services, Caterers, Cupcakes",5.0,True,,1,True,False,False,False,True,False,True,u'free',,True,True,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,XzLgexuSQE04QJWwcMqFfg,"Event Planning & Services, Wedding Planning, Hotels, Hotels & Travel, Venues & Event Spaces",2.5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,EP5IRDgiJTI9uCvTyhfDMg,"Flowers & Gifts, Event Planning & Services, Florists, Wedding Planning, Shopping",5.0,True,,2,,False,True,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Tttrd51BDhVkKM7xggd52Q,"Bed & Breakfast, Wedding Chapels, American (Traditional), Restaurants, Diners, Hotels & Travel, Hotels, American (New), Beauty & Spas, Venues & Event Spaces, Day Spas, Event Planning & Services",4.5,True,,3,True,False,False,False,True,False,False,u'free',True,,False,True,True,,u'beer_and_wine',,True,,False,True,True,True,,,,,,,,u'casual',False,False,True,False,False,False,True,True,False,u'quiet',True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,WFeBElA3oglLWAzq1J4-Xw,"Shopping, Event Planning & Services, Flowers & Gifts, Wedding Planning, Floral Designers, Florists",5.0,True,,2,True,False,True,False,False,False,None,,,True,True,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,_f7fbaLclJlO2fMzfRerew,"Event Planning & Services, Party & Event Planning, Home & Garden, Shopping, Wedding Planning, Nurseries & Gardening, Landscape Architects, Home Services, Florists, Flowers & Gifts",5.0,True,False,2,True,False,True,False,False,False,None,,False,True,True,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,ZL0ad1g3VF2_6kD_9Ve4pw,"Shopping, Florists, Event Planning & Services, Flowers & Gifts, Wedding Planning",5.0,True,,2,True,False,False,False,True,False,None,,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,w_F5SXhvgLSOLHs2rohi8A,"Hotels, Event Planning & Services, Limos, Wedding Planning, Hotels & Travel, Caterers, Transportation",1.5,True,,2,,,,,,,,u'no',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5mAdFNsVw40_DeVz590f6A,"Party Supplies, Wedding Planning, Party Equipment Rentals, Party & Event Planning, Event Planning & Services, Venues & Event Spaces",5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,qD9SaEbJevrjDj85tFzzuA,"Spray Tanning, Beauty & Spas, Event Planning & Services, Venues & Event Spaces, Wedding Planning, Tanning",4.5,True,False,3,False,False,False,False,True,False,,u'no',True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,D-WQUPFgBrbcOM9thsf6cw,"Event Planning & Services, Massage Therapy, Yoga, Active Life, Gyms, Wedding Planning, Health & Medical, Fitness & Instruction, Pilates",4.5,True,,,True,False,False,False,False,False,,,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,WhL0KwApv0UciQLlYXuljA,"Event Planning & Services, Officiants, Wedding Planning",5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,ZGyzmSw21fh9J_QquFrTHw,"Party & Event Planning, Wedding Planning, Event Planning & Services",5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,TGHVSbB6ddJbehBYrtzxgA,"Professional Services, Wedding Planning, Event Planning & Services, Officiants, Life Coach",5.0,False,False,,,,,,,,,u'no',True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,18JbH-m3f6-dgVwJZYyWEw,"Event Planning & Services, Religious Organizations, Wedding Planning, Officiants",5.0,False,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5n_T01naUJBHOpIKp7Oz_Q,"Event Planning & Services, Wedding Planning, Hotels, Hotels & Travel, Active Life, Restaurants, Venues & Event Spaces, Golf",4.0,True,False,3,,False,False,False,True,True,,u'paid',,True,False,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,3vru99_xgQnjCdOzaFJN2Q,"Event Planning & Services, Venues & Event Spaces, Wedding Planning",5.0,True,,,,,,,,,,u'free',True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,gAl9rBE_sP-bPGiXbTLZNw,"Event Planning & Services, Florists, Flowers & Gifts, Wedding Planning, Shopping, Floral Designers",3.0,True,,,,False,False,False,False,False,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,rT9jjRPfZC9i7OFXItaiUw,"Event Planning & Services, Wedding Planning, Flowers & Gifts, Florists, Shopping",2.5,True,,2,True,False,True,False,False,False,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,giPUPs2hFvhVTALq9JzfWg,"Sporting Goods, Event Planning & Services, Party Supplies, Party Equipment Rentals, Shopping, Wedding Planning, Party & Event Planning",4.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,lJUZYa2qg2f95ejAJC4I7w,"Caterers, Party & Event Planning, Wedding Planning, Event Planning & Services",5.0,True,,,,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,GWyG7M5SeGdivQPgL_PovA,"Floral Designers, Shopping, Wedding Planning, Flowers & Gifts, Event Planning & Services, Florists",4.0,True,,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,SHxkqhRbx6YMIVcaS16p4Q,"Bartenders, Wedding Planning, Caterers, Event Planning & Services",5.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,iTFBiMuxjN4YnoV6_KH8dA,"Musicians, DJs, Wedding Planning, Event Planning & Services, Party Equipment Rentals",4.5,True,False,,,,,,,,,u'no',False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,0Tq0p0xGqNsVK_tHzbZa9g,"Flowers & Gifts, Event Planning & Services, Florists, Wedding Planning, Professional Services, Shopping",4.5,True,,2,True,,,,,,None,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,jBVrYylU6MWUWFVbcTa7OA,"Party Supplies, Event Planning & Services, Hotels & Travel, Party & Event Planning, Wedding Planning, Hotels",4.0,True,False,3,,,,,,,,u'free',,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,4rLYklHQ0J4lghjf60GIZg,"Day Spas, Beauty & Spas, Hair Salons, Venues & Event Spaces, Cards & Stationery, Flowers & Gifts, Shopping, Photographers, Event Planning & Services, Party Supplies, Wedding Planning, Arts & Crafts, Bridal, Caterers, Party & Event Planning",3.5,True,,1,,True,False,False,False,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,BOJSScZXupzH8UXCJ6FC6Q,"Venues & Event Spaces, Event Planning & Services, Wedding Planning, Shopping, Arts & Entertainment, Art Galleries",4.0,True,False,2,True,True,True,False,False,False,,u'free',False,True,True,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,rfGrcOx9ous3Oh8x1vRkbg,"Makeup Artists, Bridal, Wedding Planning, Shopping, Beauty & Spas, Event Planning & Services, Hair Salons",4.0,True,,2,True,False,False,False,True,False,,u'free',True,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,
123,BWCOyyas7G6qX1ng3RY_pQ,"Wedding Planning, Party & Event Planning, Arts & Entertainment, Restaurants, Hotels & Travel, Art Galleries, Shopping, Hotels, Venues & Event Spaces, Event Planning & Services, American (Traditional)",3.5,True,False,3,,False,False,False,False,True,False,'free',,True,True,False,True,,u'full_bar',,True,,False,,True,True,,,,,,,,u'casual',False,False,False,False,False,False,True,False,False,u'average',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,5Y2EteaTRyb0joQrfG1_GA,"Party & Event Planning, Party Supplies, Wedding Planning, Party Equipment Rentals, Sporting Goods, Shopping, Event Planning & Services",4.5,True,False,,True,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,LlY3Ki8d5mWBGl2JgCZoZg,"Wedding Planning, Venues & Event Spaces, Petting Zoos, Active Life, Event Planning & Services, Zoos, Horseback Riding",4.5,True,,,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,RvEpuRI_mhA67PatYsVQ7w,"Party Equipment Rentals, Wedding Planning, Event Planning & Services, Arts & Entertainment, Home Staging, Party & Event Planning, Home Services, Real Estate",5.0,True,False,,,,,,,,True,u'no',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,EVXEauySHqCkfzqAt4tbNA,"Venues & Event Spaces, Event Planning & Services, Party & Event Planning, Wedding Planning",5.0,True,,,,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,vQ4MQuqNEFXDoCsuyRclFA,"Divorce & Family Law, Lawyers, Professional Services, Wedding Planning, Event Planning & Services",3.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,nT78iyKy5rUqtbUx4L2kSw,"Bed & Breakfast, Wedding Planning, Venues & Event Spaces, Hotels, Event Planning & Services, Hotels & Travel",3.5,,,2,,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2_cUwxaKp1aMpZGo6rDCOA,"Event Planning & Services, Venues & Event Spaces, Wedding Planning",1.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,iZ9Nm6MLX14H2c0LPqhbKQ,"Boating, Sailing, Party & Event Planning, Caterers, Wedding Planning, Event Planning & Services, Boat Charters, Active Life",5.0,True,False,,True,False,False,False,True,False,,,,False,False,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,YGr5bKprPn6uKLm7xYUBvw,"Arts & Entertainment, Museums, Venues & Event Spaces, Event Planning & Services, Public Services & Government, Wedding Chapels, Landmarks & Historical Buildings",4.5,True,,,,,,,,,,u'free',False,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,AyIAJV5tnOL8TCa00Qai6w,"Wedding Planning, Hotels & Travel, Day Spas, Event Planning & Services, Venues & Event Spaces, Resorts, Hotels, Beauty & Spas",3.0,True,,3,True,False,False,False,True,True,,u'free',False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,4_KGz8VVaaZ0FadbK1PrYQ,"Wedding Planning, Event Planning & Services, Party & Event Planning",4.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,co-7fLHf4U_QJ8qVGS0Lkg,"Wedding Planning, Active Life, Boating, Event Planning & Services, Boat Charters, Venues & Event Spaces, Tours, Hotels & Travel, Shopping",2.5,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,TujxYXF6IFsVKY7GagGbZA,"Event Planning & Services, Wedding Planning",5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,srYz1nWmUH_72cpB0db7Cg,"Food Delivery Services, Food, Party & Event Planning, Event Planning & Services, Wedding Planning, Caterers",5.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,qMrYhwTfXkMiq-hMGqY3Mg,"Videographers, Event Planning & Services, Wedding Planning, Photographers, DJs",5.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,L1Z96_LId5O68mGpUOM4Ng,"Wedding Planning, Bartenders, Event Planning & Services, Party & Event Planning, Caterers",5.0,True,False,,,,,,,,False,u'free',,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,nNVyMx1H7NpPtxU3K_Q9Vg,"Party Supplies, Event Planning & Services, Party & Event Planning, Wedding Planning",3.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,znWG40WYhdCVcX4v-7l_bw,"Dance Studios, Education, Fitness & Instruction, Wedding Planning, Active Life, Arts & Entertainment, Adult Education, Event Planning & Services, Performing Arts, Specialty Schools, Dance Schools",5.0,True,,,True,,,,,,,u'free',True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,K62G66QbJev-t8RTvBa6hQ,"Caterers, Shopping, Wedding Planning, Florists, Event Planning & Services, Flowers & Gifts",4.5,True,,3,False,,,,,,None,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,KQfrJxhYIGz_0pHaxXsBWA,"Party & Event Planning, Active Life, Wedding Planning, Venues & Event Spaces, Event Planning & Services, Parks",4.0,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,TTWgq6vPK-azJ3fNLoFKlg,"Event Planning & Services, Wedding Planning, Party & Event Planning, Balloon Services, Party Supplies",4.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,9mKqPnYkELdOXM-9jyGtHQ,"DJs, Event Planning & Services, Arts & Entertainment, Party & Event Planning, Wedding Planning",4.5,True,False,,,,,,,,,u'no',False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7n2ZoXQr1A2k9kejI0bv4A,"Event Planning & Services, Party Supplies, Wedding Planning, Party Equipment Rentals",4.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,UcTKCSCZGCi3mWumkNFhCQ,"Bridal, Shopping, Venues & Event Spaces, Event Planning & Services, Wedding Planning",4.0,True,,2,True,False,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,izjAlq-8oWEnRg3EI89DFg,"Event Planning & Services, Sewing & Alterations, Shopping, Bridal, Wedding Planning, Formal Wear, Local Services, Fashion",5.0,True,,1,False,False,True,False,True,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,qcUFcAfG0oZxN5Sxsq_Y6Q,"Cards & Stationery, Shopping, Jewelry, Event Planning & Services, Books, Mags, Music & Video, Bookstores, Wedding Planning, Religious Organizations, Arts & Crafts, Religious Items, Flowers & Gifts",4.5,True,,2,False,False,False,False,False,False,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,3tueVagHFWbPdbsDSUgBsg,"Venues & Event Spaces, Event Planning & Services, Wedding Planning",4.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,jQPxfRQADN_mtUVVIOmvfg,"Wedding Planning, Venues & Event Spaces, Restaurants, Seafood, Breakfast & Brunch, Canadian (New), Event Planning & Services, Caterers",3.5,,,2,True,False,False,False,True,False,False,u'free',,,,True,True,,u'full_bar',,False,,False,True,True,True,False,False,True,False,False,False,,u'dressy',False,False,False,False,False,False,False,False,False,u'quiet',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,QC03flJt6Ehny2ObS08NDg,"Wedding Planning, Party & Event Planning, Event Planning & Services",5.0,True,False,,,,,,,,,u'free',False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,qnJf6j7TUgxVvgQFgtLkKQ,"Event Planning & Services, Florists, Shopping, Flowers & Gifts, Wedding Planning",3.0,True,,2,,False,False,False,True,False,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,WfNO6dcHD3RWId87md9Q3Q,"Restaurants, Music Venues, Event Planning & Services, Nightlife, Wedding Planning, Arts & Entertainment, Italian, Venues & Event Spaces, Party & Event Planning, Caterers",3.5,True,False,2,False,False,False,False,True,False,True,u'free',,,,True,True,,u'full_bar',True,True,,True,True,True,True,False,False,False,True,False,False,,'casual',False,False,False,False,False,False,False,True,False,u'very_loud',,,,,,,,,,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,,,,,,
156,6q2OuGOjKDzr78bZu7pDyA,"Accessories, Bridal, Local Services, Wedding Planning, Formal Wear, Shopping, Women's Clothing, Fashion, Sewing & Alterations, Event Planning & Services",4.5,True,,3,True,False,True,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,xpuGVDUYqT7PBCf6x6Y-FA,"Art Supplies, Shopping, Home Decor, Event Planning & Services, Fashion, Hobby Shops, Arts & Crafts, Home & Garden, Department Stores, Wedding Planning",3.0,True,,2,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,rSSRZh8IU2GnPr7lkXgeyA,"Event Planning & Services, Flowers & Gifts, Shopping, Local Services, Florists, Wedding Planning",3.0,True,,2,,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PbytXainamOXCm3dina4_g,"Home & Garden, Shopping, Art Supplies, Fabric Stores, Event Planning & Services, Home Decor, Hobby Shops, Wedding Planning, Arts & Crafts",2.5,True,,2,True,False,False,False,True,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,373uzo9GNS9v_-O3_N_i6Q,"Event Planning & Services, DJs, Officiants, Wedding Planning, Party & Event Planning",5.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,We4zs1eVTQzDTd0NJ7PPvg,"Event Planning & Services, Venues & Event Spaces, Wedding Planning, Party & Event Planning",4.0,True,,,,,,,,,,u'free',,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,69vv8ch4E0XrYs_bPYsOxw,"Event Planning & Services, Party & Event Planning, Wedding Planning",5.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,qXWaTuJH3_q8aFhpoUKrTw,"Nightlife, Paint & Sip, Event Planning & Services, Education, Arts & Entertainment, Adult Entertainment, Wedding Planning, Art Classes, Party & Event Planning",5.0,True,,,,False,False,False,False,False,,u'free',False,False,,,,,,,True,,False,,,,,,,,,,,,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,,
165,CaXUKR4KrqydGnl3C-1SOw,"Paint & Sip, Graphic Design, Wedding Planning, Cards & Stationery, Calligraphy, Professional Services, Shopping, Art Classes, Local Services, Arts & Entertainment, Education, Printing Services, Arts & Crafts, Event Planning & Services, Flowers & Gifts",5.0,True,False,2,True,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,b5s_cCKU6379_Orrq2p1aQ,"Party Supplies, Florists, Shopping, Event Planning & Services, Wedding Planning, Flowers & Gifts",4.5,True,False,2,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,ojCYWeAc3cby7u95K8EQFw,"Wedding Planning, Shopping, Event Photography, Event Planning & Services, Photographers, Bridal",4.5,True,,2,True,False,True,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,RgCI-o_wycpSZC7vX3xNmQ,"Local Services, Florists, Wedding Planning, Event Planning & Services, Shopping, Flowers & Gifts, Floral Designers",5.0,True,,2,False,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
